Feature_1,Feature_2,Feature_3,Target
5.967141530112327,48.08921627860163,70.99033154879004,0
-0.184246218124672,95.47252935695118,63.869505243691535,0
7.873678968181274,-66.82863766625806,50.89445554880261,0
16.825488944841776,42.303315746178185,40.295948334416394,0
-0.5479465728846624,-32.517116183754545,60.47334970420385,0
-0.3493856015559338,-24.350165673306073,55.90228078132624,0
17.98250891659696,-13.451164865169002,63.42789830041598,0
10.063124846639308,-38.13621440003833,59.52757702522954,0
-2.1075695106521266,2.648173859352872,65.74329072979003,0
8.211171578144215,-38.176338886265725,41.97147182659148,0
-1.650208992252879,13.659000774897555,69.76091098451488,0
-1.4749328062436504,-2.403134133310159,52.96399407038599,0
5.8003842387064335,-10.265179477488786,81.12891308937898,0
-15.553644129944713,-33.282390816031715,39.66218272865648,0
-13.471623214909886,-19.764334926191687,76.03945704747875,0
-1.646923388602112,37.905179123684036,52.96866175193972,0
-5.953962505949448,26.81834285733163,40.22872994578327,0
7.515218816934704,-46.05383654660708,42.741712489185176,0
-4.5090984706429715,5.983213722359032,45.1947903770852,0
-9.353497935196604,41.94375234977581,56.36248919602875,0
19.624423560959027,-64.2143640510724,57.84253232053249,0
2.9085696604653046,27.590998492485713,41.394499940921314,0
6.040011505797074,-31.307100997784282,49.634681116085254,0
-8.684355609629556,32.30083504738318,82.13405537917795,0
0.3176958008403581,-38.15791129603227,75.91314755151066,0
7.06914573677802,-87.74546396083561,56.54485504511048,0
-5.351619140956494,-79.94513052266554,50.570052172523006,0
10.113693610310428,7.518587255230798,51.80046990077392,0
0.5487233212528322,13.00117995023843,59.20276959095625,0
3.836569516095288,-44.479867972628846,34.658111522023916,0
0.934837685321261,31.973319013763536,46.139351938649824,0
25.67308244629178,-50.12064499874324,24.97123889183616,0
7.21372514741024,-0.7020984072468841,55.98834683907919,0
-3.0300151011822507,-60.09176041245321,59.707939095541114,0
15.970940102995819,-19.838259001433954,42.75220306550939,0
-4.26454872415912,3.27925235685706,73.6098014493505,0
10.23092051918583,-37.787081530702736,31.613515054964882,0
-11.256019876072305,-12.892878038964529,28.034376796852698,0
-4.7427823326716805,51.43933967347716,53.36677727839958,0
10.706087308591034,-23.11357820319874,65.70647453918232,0
16.320537543441077,55.10260288860058,75.25891537186803,0
10.847951348973854,-50.60144030939573,43.1167360569659,0
8.176182506778918,29.832706914972018,66.18021250146944,0
6.520025168355609,74.20396744269455,49.422372957489394,0
-5.055760985838603,-122.30418904906809,47.41059050088771,0
2.7294136274757586,-39.472277836031324,63.25489906230008,0
5.519864795412145,30.37705172700852,59.78484317620129,0
20.89587156078635,11.679603112094355,26.354117645236258,0
13.959228987868983,28.30029736535353,72.14810524588844,0
-6.9089586678557975,-27.812573842084042,70.70137031221176,0
14.160679373306667,14.355731389324642,40.61655947735706,0
7.267413668782726,-5.143096697943474,55.93705300156114,0
4.54741326347348,59.423051452431096,57.41045279424108,0
17.63179294852892,28.26504829405036,53.910106487358604,0
22.023422078666925,41.1316891065158,41.7454226923187,0
21.224624838456577,1.9303866705380273,39.92564948092922,0
3.7180452086553775,-23.689118194944417,49.61668893512832,0
9.216493475956792,-17.38072179136334,67.59093528889048,0
15.819648342091751,32.23567080228716,58.15400231891648,0
22.46086209286688,4.17529225672607,44.44078501870841,0
8.11206523677756,17.779022965107394,61.57548065972517,0
11.245614642179465,110.093232366292,7.27186069054887,0
2.2372514623445277,43.806499876872756,67.23148550558156,0
1.536931755185277,-16.183068647387213,23.904293318328506,0
21.82265301352114,83.87210533562441,44.563385878953014,0
27.45819186887456,17.29384638431889,33.20495158060784,0
13.374087160950168,-92.96291638945809,30.579777864186415,0
24.32791414926092,-20.81194520317972,67.41240181067779,0
18.1073422144042,-77.14580394781558,42.98448198032163,0
8.238181211463786,-14.182292718419685,55.197558225960734,0
18.501731606186343,18.03662258084532,49.29619131681224,0
30.466538009349073,130.23236252751974,57.15561240834682,0
14.926308747177039,27.48610332901082,51.15232836590383,0
31.12940249000379,37.4969585287895,30.755116637171454,0
-10.516088315446542,46.99968473208802,64.94400229170711,0
24.098784562790314,-81.51919458020521,42.593651252580315,0
16.94862699500696,26.143525756222232,26.651271520103734,0
13.28647960155375,47.36978670447354,43.578272585511314,0
17.39255766515462,-58.80425918220564,72.51139685951466,0
-3.202342452622151,57.70045201953976,62.753326131702394,0
14.675024608598829,27.692637737869767,44.77021798388211,0
20.641265995678587,0.5386974001777958,44.76113443522357,0
32.04747752156346,82.99113408007,45.17547423173926,0
12.284231684998996,121.07976029475647,81.15121975341262,0
9.58039463239077,13.68251081854185,55.7290317834733,0
12.846157019064457,20.662216822939754,56.45062470786604,0
27.216145425517734,14.067883614134288,65.45425181047763,0
21.548032138681013,-19.2763340207581,53.581837385397705,0
13.161315798000956,50.17780250394776,46.11436781268945,0
23.78998896039208,-14.506012558664509,47.05475226372533,0
19.826486916326093,23.232791033132113,48.92598110878904,0
28.740558121761758,17.41811171926246,49.44166645235238,0
12.231974071246517,31.43005077130195,60.9144431545547,0
16.174280337629533,29.763472486358882,50.77918828710949,0
15.728217065872812,64.2458378164556,60.98960115823369,0
5.212545909460378,-24.142288199825746,48.78925129837126,0
23.0072949550145,12.973034292683222,51.17952785474136,0
22.855041699754803,-22.82053923423882,20.026989732018386,0
20.494020337967694,-1.2144195231539037,63.74491512053722,0
18.295411231378793,35.601128258505675,55.19732713846989,0
6.685971938213294,40.084541870196375,64.97015164789478,0
16.83162292465102,-31.94308969499938,6.556169327094658,0
17.809327780624088,59.33890380516846,81.32562057171091,0
13.412097047262769,76.77611030050728,47.90615557767239,0
20.020409416406043,40.71258482121103,66.62274225106275,0
25.87217189479869,127.30825455560387,34.401411093117034,0
40.891919132345784,44.917992561136714,59.191608575938545,0
23.974235042146045,-33.49453787276768,34.198766552395156,0
25.00235761464247,-57.68011813069042,40.64346558956292,0
21.88079134334033,98.74066706499902,78.71047030800179,0
3.6359351415987646,33.37928403539853,47.1397639885498,0
22.756905333684184,23.11460347279043,53.26149309769584,0
23.82274298117379,42.37458547334427,63.05101596033131,0
48.05125880020356,59.17172124928819,57.43522831958907,0
21.69362482112665,145.81826687483144,52.256283577153646,0
26.831104685861177,42.45646803194346,55.47441503699338,0
23.66691035905979,33.47587202743323,86.05123377857413,0
12.525644473504078,44.132919668765766,49.13571804449622,0
35.83904978843678,88.2723360737382,53.016485700724516,0
32.12854876374149,62.806383497162315,65.75981594011418,0
32.71793470089139,13.999439782324053,66.58288899436975,0
15.912137476100707,36.233223809716215,67.8054545834057,0
39.232351926996266,171.0600967099361,59.580953330437765,0
11.384294983299636,73.75111092108796,32.854926309042746,0
31.469773342812324,129.17666304436892,74.50147298451644,0
47.70415545649658,88.22353856932038,32.804819104719684,0
16.092632740677086,-36.53159958661344,54.5395319785855,0
20.533415489543422,14.791711578328682,38.68586224970963,0
27.39130323003473,40.30042024642028,49.03792480110511,0
21.5584298315835,77.9478707637129,54.93143615455221,0
11.284948855671338,-78.25572795198508,54.8203582317541,0
27.67560970798011,114.77448460845284,56.32881131352927,0
16.565339616245964,5.82012890112893,74.20566903587971,0
32.122697853446006,30.249332371818234,56.803014522709695,0
18.39092799834333,-33.693907130995946,46.33765047064027,0
43.28291118444393,10.927686436734618,64.46130752432536,0
20.14943100449334,61.458507688337605,67.8420573338696,0
24.959745559386132,34.81534327888498,31.585882772945112,0
36.513929688726755,2.1653080786113605,58.96100104774787,0
16.26851114427768,-51.520715860606444,60.517591134663476,0
31.050150448245706,31.41635717842824,45.53654744960012,0
42.045375438615864,171.84175605317776,70.6356021996743,0
13.097512343766482,-4.402326088424472,47.7491661945121,0
31.217080068288976,-26.431843256407063,51.88364680207313,0
32.167966219037346,39.451749329159185,47.40392263574196,0
37.585763787913386,56.998303488657534,50.23368571372201,0
17.596424754946636,-119.36262393925364,33.55587369657197,0
16.959762526471867,11.66693392182536,28.399236761085586,0
35.58214110707078,51.75771177774092,73.91757594837458,0
33.53096897682084,91.02661226689699,37.29557977522508,0
33.26444754153492,147.7739782594437,35.129114758155396,0
34.42239792663308,115.57332542836154,17.699148295944276,0
24.356065409465593,16.21646158376679,40.41557378465747,0
33.67724639044771,1.3815507850626645,30.153653098887524,0
34.48383094541166,188.12471999607956,74.63022740204553,0
24.607988825748347,33.23857740313219,65.1472563401395,0
50.60764491104676,128.75315076777719,39.67774482233414,0
36.88662580230425,66.82490379846074,83.78653708016463,0
20.433658414747065,30.780957848920924,64.72648230487391,0
39.11062626669902,69.26403375247325,45.12752924737066,0
22.99667027167468,-2.2407581648055057,12.508914276896405,0
40.812729804959595,55.940998644612264,84.36413858886112,0
44.726236351196285,98.38414739635368,29.15641299854606,0
25.131854171192312,4.409266147415575,25.319018795646624,0
43.170835440739815,57.543762498713626,65.3385564801446,0
37.86328021124875,77.0029108023719,86.59628609508908,0
42.15446933541584,76.10110337648295,70.76409227765777,0
53.100194355597594,216.18118145924637,58.45863680078539,0
31.876780162616587,-81.74203474286128,58.92131512497929,0
26.991696472657566,91.00292651972683,62.80123338170462,0
25.83231061356441,95.66967320666507,61.38392884680148,0
26.76774885375243,-67.84389268552926,54.21787135954064,0
34.35323140285294,41.87284568688064,51.56301655927814,0
38.734165038747605,56.44473376265729,49.06110308150716,0
