Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
1.6251003879276742,1.6781238410530122,0.4935160352028785,1.290879879677175,-1.114277771101948,1.8470199513234653,1.9122944428843451,1.3573246619264427,0.9660407980573626,-3.0069214270554245,1
-0.06464085554935162,4.138629100576133,-1.5224146942667398,-2.0417047692833283,2.116697204369455,5.281310109034276,3.7125865619117455,-0.8902544200486536,1.4388263794542226,-3.6234482025404637,0
1.0163128512174624,2.6654263330023067,-0.6284857063107556,-0.8869229032313302,0.9925177447492881,1.9423808272935639,1.855198938424373,-1.9581754288830124,-0.3488031548729745,-1.5988247252609284,0
1.0372817276770705,1.4666178090486457,-0.11542030120241245,1.1707549821435927,-1.4585157955564776,1.371439608625775,1.0009649833921195,-1.0344713570175377,-1.6541764402276586,-2.9362854182501894,1
0.7783845075951185,1.5658279633802807,-1.7249168959418097,-2.735666552795251,1.2151073004019333,1.2312485208153647,-0.15182448462821066,0.5983301738078541,-0.5242827429098788,1.2529093343009121,0
1.7753636027276043,1.3465963500887725,0.03372310292137513,0.09166635547506008,-0.7731156980037299,1.6971411035321913,1.1063460552898634,0.7723145844407059,-0.13552626897887088,-1.4055464676874514,1
3.1630436511523765,-0.7655771716532009,-0.33394559630536247,-1.0678801003071783,1.3061986335317128,-1.8301330399526403,0.04621624689908338,0.2128198468830529,0.7160457490404942,4.618129317638045,0
1.6655431515326278,-1.932565953939383,-0.660028148910743,-1.2727362379847325,4.364891068977442,-2.904560405704074,1.382483022196772,0.5494295074357635,-1.2290179365531857,6.670962196969,1
2.7531131340832014,0.11925713345726563,-0.26432148874017936,-0.3747545976525437,0.19936218831107078,-2.4845862842217397,-0.8152956524360931,1.2802152727174614,0.8515763202461846,2.9092266994361964,0
-0.9714718875668513,-1.4429552276527002,-0.32489481464022496,-2.153257877435248,1.8140063333191994,4.786545267737683,2.3238377118728937,0.16924540481896463,0.8336373968036918,1.0697548956238216,0
-2.9412901347037783,-2.126300176166939,0.9952903995220314,-2.302398682828474,0.6745079045440873,0.2961127539187216,-2.300016875756898,-0.061229375201977056,-0.499635403112483,2.4152456830736164,0
